ligand_id,is_known_active,enopt_score,enopt_rank
CHEMBL39316,0,0.8124843239784241,198
CHEMBL10044,0,0.8124843239784241,199
CHEMBL39730,0,0.8121179938316345,200
CHEMBL31676,0,0.810629665851593,201
CHEMBL4436499,0,0.8096452355384827,202
CHEMBL29196,0,0.8096452355384827,203
CHEMBL17431,0,0.809488832950592,204
CHEMBL11602,0,0.809488832950592,205
CHEMBL41212,0,0.8093417882919312,206
CHEMBL4435169,0,0.8066663146018982,207
CHEMBL28395,0,0.8040487170219421,208
CHEMBL3309348,0,0.8040487170219421,209
CHEMBL27420,0,0.8040487170219421,210
CHEMBL19992,0,0.8034570217132568,211
CHEMBL16844,0,0.8034570217132568,212
CHEMBL12241,0,0.8027492761611938,213
CHEMBL9206,0,0.8018743395805359,214
CHEMBL22763,0,0.8018743395805359,215
CHEMBL14718,0,0.7995916604995728,216
CHEMBL15144,0,0.7995916604995728,217
CHEMBL28544,0,0.7995916604995728,218
CHEMBL36330,0,0.7995916604995728,219
CHEMBL35876,0,0.7995916604995728,220
CHEMBL20921,0,0.7995916604995728,221
CHEMBL21501,0,0.7995916604995728,222
CHEMBL32025,0,0.7995916604995728,223
CHEMBL31125,0,0.7995916604995728,224
CHEMBL1782793,0,0.7995916604995728,225
CHEMBL4543376,0,0.7995916604995728,226
CHEMBL4116116,0,0.7995916604995728,227
CHEMBL12450,1,0.7995916604995728,228
CHEMBL22110,0,0.7995916604995728,229
CHEMBL7113,0,0.7995916604995728,230
CHEMBL36585,0,0.7995916604995728,231
CHEMBL39526,0,0.7995916604995728,232
CHEMBL3309693,0,0.7989559769630432,233
CHEMBL4435027,0,0.7971813678741455,234
CHEMBL35995,0,0.7951077818870544,235
CHEMBL7358,0,0.7936173677444458,236
CHEMBL7279,0,0.7933657765388489,237
CHEMBL27351,0,0.7933657765388489,238
CHEMBL4435330,0,0.7932716608047485,239
CHEMBL3309540,0,0.7923923134803772,240
CHEMBL14139,0,0.7923923134803772,241
CHEMBL10067,0,0.7923923134803772,242
CHEMBL19344,0,0.791886568069458,243
CHEMBL22200,0,0.789210319519043,244
CHEMBL35943,0,0.7877660393714905,245
CHEMBL30985,0,0.7870422601699829,246
CHEMBL20405,0,0.7870422601699829,247
CHEMBL19254,0,0.7852779626846313,248
CHEMBL21395,0,0.7852779626846313,249
CHEMBL37682,0,0.7850699424743652,250
CHEMBL4435099,0,0.7850699424743652,251
CHEMBL33972,0,0.7850699424743652,252
CHEMBL4436246,0,0.7850699424743652,253
CHEMBL8730,0,0.7850699424743652,254
CHEMBL19540,0,0.7850699424743652,255
CHEMBL10853,0,0.7842008471488953,256
CHEMBL540951,0,0.7836829423904419,257
CHEMBL30734,0,0.7836829423904419,258
CHEMBL15382,0,0.783219039440155,259
CHEMBL16950,0,0.783219039440155,260
CHEMBL25749,0,0.783219039440155,261
CHEMBL42262,0,0.783219039440155,262
CHEMBL36908,0,0.783219039440155,263
CHEMBL12788,0,0.7824006080627441,264
CHEMBL4559960,0,0.7801656126976013,265
CHEMBL42377,0,0.7801656126976013,266
CHEMBL35378,0,0.7801656126976013,267
CHEMBL12876,1,0.7801656126976013,268
CHEMBL20854,0,0.7801656126976013,269
CHEMBL22492,0,0.7801656126976013,270
CHEMBL34251,0,0.7801656126976013,271
CHEMBL11203,0,0.7801656126976013,272
CHEMBL31860,0,0.7801656126976013,273
CHEMBL12240,0,0.7796511054039001,274
