action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2420557,[],CHEMBL1019681,Agonist activity at human cloned beta2 adrenergic receptor expressed in CHO cells assessed as induction of intracellular cAMP accumulation by beta-galactosidase based whole cell assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)NCC(O)c1ccc(O)c(O)c1,,,CHEMBL1153418,J Med Chem,2009.0,,,CHEMBL434,ISOPROTERENOL,CHEMBL434,7.4,0,http://www.openphacts.org/units/Nanomolar,753576,=,1,1,=,,EC50,nM,,39.81,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,7.4
,,2448264,[],CHEMBL947245,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immuno assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Nc1ccc([C@@H](O)CNCCc2ccc(-c3ccc(C(=O)O)c(OC4CCCCC4)c3)cc2)cn1,,,CHEMBL1157533,J Med Chem,2008.0,,,CHEMBL529659,,CHEMBL529659,5.96,0,http://www.openphacts.org/units/Nanomolar,719232,=,1,1,=,,EC50,nM,,1100.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,nM,UO_0000065,,1100.0
,,2448265,[],CHEMBL947245,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immuno assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)Cc1cc(-c2ccc(CCNC[C@H](O)c3ccc(N)nc3)cc2)ccc1C(=O)O,,,CHEMBL1157533,J Med Chem,2008.0,,,CHEMBL487682,,CHEMBL487682,5.5,0,http://www.openphacts.org/units/Nanomolar,719150,=,1,1,=,,EC50,nM,,3200.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,nM,UO_0000065,,3200.0
,,2448339,[],CHEMBL947245,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immuno assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)NCC(O)c1ccc(O)c(O)c1,,,CHEMBL1157533,J Med Chem,2008.0,,,CHEMBL434,ISOPROTERENOL,CHEMBL434,8.7,1,http://www.openphacts.org/units/Nanomolar,719965,=,1,1,=,,EC50,nM,,2.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,nM,UO_0000065,,2.0
,,2468907,[],CHEMBL990610,Displacement of [3H]DHA from human beta2 adrenoceptor by liquid scintillation counter,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,,,CHEMBL1142480,Bioorg Med Chem Lett,2008.0,"{'bei': '33.32', 'le': '0.62', 'lle': '6.88', 'sei': '17.36'}",,CHEMBL324665,CARAZOLOL,CHEMBL324665,9.94,0,http://www.openphacts.org/units/Nanomolar,802016,=,1,1,=,,Ki,nM,,0.114,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,nM,UO_0000065,,0.114
,,2468908,[],CHEMBL990610,Displacement of [3H]DHA from human beta2 adrenoceptor by liquid scintillation counter,B,,,BAO_0000192,BAO_0000357,single protein format,N#Cc1cc2c(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1,,,CHEMBL1142480,Bioorg Med Chem Lett,2008.0,"{'bei': '15.52', 'le': '0.28', 'lle': '3.05', 'sei': '9.59'}",,CHEMBL314639,,CHEMBL314639,7.24,0,http://www.openphacts.org/units/Nanomolar,800669,=,1,1,=,,Ki,nM,,57.3,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,nM,UO_0000065,,57.3
,,2468909,[],CHEMBL990610,Displacement of [3H]DHA from human beta2 adrenoceptor by liquid scintillation counter,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)NCC(O)COc1cccc2[nH]cc(CC(N)=O)c12,,,CHEMBL1142480,Bioorg Med Chem Lett,2008.0,"{'bei': '23.88', 'le': '0.45', 'lle': '6.31', 'sei': '7.60'}",,CHEMBL444553,,CHEMBL444553,7.63,0,http://www.openphacts.org/units/Nanomolar,800668,=,1,1,=,,Ki,nM,,23.5,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,nM,UO_0000065,,23.5
,,2468911,[],CHEMBL990610,Displacement of [3H]DHA from human beta2 adrenoceptor by liquid scintillation counter,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1c[nH]c2cccc(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)c12,,,CHEMBL1142480,Bioorg Med Chem Lett,2008.0,"{'bei': '20.87', 'le': '0.38', 'lle': '4.89', 'sei': '18.38'}",,CHEMBL461463,,CHEMBL461463,9.51,0,http://www.openphacts.org/units/Nanomolar,800666,=,1,1,=,,Ki,nM,,0.311,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,nM,UO_0000065,,0.311
,,2468912,[],CHEMBL990610,Displacement of [3H]DHA from human beta2 adrenoceptor by liquid scintillation counter,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)NCC(O)COc1cccc2oc3ccccc3c12,,,CHEMBL1142480,Bioorg Med Chem Lett,2008.0,"{'bei': '31.39', 'le': '0.58', 'lle': '6.13', 'sei': '18.01'}",,CHEMBL513104,,CHEMBL513104,9.84,0,http://www.openphacts.org/units/Nanomolar,800665,=,1,1,=,,Ki,nM,,0.145,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,nM,UO_0000065,,0.145
,,2493561,[],CHEMBL991394,Displacement of [125I]iodocyanopindolol from adrenergic beta2 receptor expressed in CHO cells,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(Nc1cccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)c1)c1ccc(-c2ccccc2)cc1,,,CHEMBL1143385,J Med Chem,2009.0,"{'bei': '11.28', 'le': '0.21', 'lle': '1.37', 'sei': '7.12'}",,CHEMBL458001,,CHEMBL458001,5.64,0,http://www.openphacts.org/units/Nanomolar,779572,=,1,1,=,,Ki,nM,,2290.87,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,5.64
,,2493562,[],CHEMBL991394,Displacement of [125I]iodocyanopindolol from adrenergic beta2 receptor expressed in CHO cells,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1ccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cc1NC(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1143385,J Med Chem,2009.0,"{'bei': '10.93', 'le': '0.21', 'lle': '1.04', 'sei': '7.09'}",,CHEMBL458002,,CHEMBL458002,5.62,0,http://www.openphacts.org/units/Nanomolar,779573,=,1,1,=,,Ki,nM,,2398.83,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,5.62
,,2509521,[],CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)Sc1cc(-c2ccc(CCNC[C@H](O)c3cnccc3N)cc2)ccc1C(=O)NS(C)(=O)=O,,,CHEMBL1138480,J Med Chem,2009.0,,,CHEMBL490733,,CHEMBL490733,5.92,0,http://www.openphacts.org/units/Nanomolar,734525,=,1,1,=,,EC50,nM,,1200.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,nM,UO_0000065,,1200.0
,,2509522,[],CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,CS(=O)(=O)NC(=O)c1ccc(-c2ccc(CCNC[C@H](O)c3cnccc3N)cc2)cc1OC1CCCCC1.Cl.Cl,,,CHEMBL1138480,J Med Chem,2009.0,,,CHEMBL446806,,CHEMBL1186040,6.54,0,http://www.openphacts.org/units/Nanomolar,734524,=,1,1,=,,EC50,nM,,290.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,nM,UO_0000065,,290.0
,,2509548,[],CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)NCC(O)c1ccc(O)c(O)c1,,,CHEMBL1138480,J Med Chem,2009.0,,,CHEMBL434,ISOPROTERENOL,CHEMBL434,8.7,1,http://www.openphacts.org/units/Nanomolar,734526,=,1,1,=,,EC50,nM,,2.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,nM,UO_0000065,,2.0
,,2525983,[],CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)Nc1cc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O,,,CHEMBL1138480,J Med Chem,2009.0,,,CHEMBL270964,,CHEMBL270964,6.23,0,http://www.openphacts.org/units/Nanomolar,808274,=,1,1,=,,EC50,nM,,586.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,nM,UO_0000065,,586.0
,,2525989,[],CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)Cc1cc(-c2ccc(CCNC[C@H](O)c3cnccc3N)cc2)ccc1C(=O)O,,,CHEMBL1138480,J Med Chem,2009.0,,,CHEMBL473702,,CHEMBL473702,5.5,0,http://www.openphacts.org/units/Nanomolar,808428,=,1,1,=,,EC50,nM,,3200.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,nM,UO_0000065,,3200.0
,,2525990,[],CHEMBL1007086,Agonist activity at human recombinant beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation by enzyme immunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,Nc1ccncc1[C@@H](O)CNCCc1ccc(-c2ccc(C(=O)O)c(OC3CCCCC3)c2)cc1,,,CHEMBL1138480,J Med Chem,2009.0,,,CHEMBL470857,,CHEMBL470857,5.96,0,http://www.openphacts.org/units/Nanomolar,808429,=,1,1,=,,EC50,nM,,1100.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,nM,UO_0000065,,1100.0
,,2565048,[],CHEMBL974622,Agonist activity at human beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)NCC(O)c1ccc(O)c(O)c1,,,CHEMBL1155947,J Med Chem,2008.0,,,CHEMBL434,ISOPROTERENOL,CHEMBL434,8.7,1,http://www.openphacts.org/units/Nanomolar,798872,=,1,1,=,,EC50,nM,,2.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,nM,UO_0000065,,2.0
,,2567038,[],CHEMBL968869,Binding affinity to beta2 adrenergic receptor,B,,,BAO_0000034,BAO_0000357,single protein format,Cc1cccc(OC[C@@H](O)CNC(C)C)c1,,,CHEMBL1156542,J Med Chem,2008.0,"{'bei': '39.95', 'le': '0.76', 'lle': '7.19', 'sei': '21.50'}",,CHEMBL252319,(S)-TOLIPROLOL,CHEMBL252319,8.92,0,http://www.openphacts.org/units/Nanomolar,798630,=,1,1,=,,Kd,nM,,1.2,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Kd,nM,UO_0000065,,1.2
,,2612940,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N[C@@H]1CCn2c(=O)[nH]c3cccc(c32)[C@H]1O,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '23.75', 'le': '0.45', 'lle': '5.08', 'sei': '8.86'}",,CHEMBL462313,,CHEMBL462313,6.21,0,http://www.openphacts.org/units/Nanomolar,806612,=,1,1,=,,IC50,nM,,620.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,0.62
,,2612941,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)NC1CCn2c(=O)[nH]c3cccc(c32)C1O,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '22.80', 'le': '0.43', 'lle': '4.83', 'sei': '8.51'}",,CHEMBL2218907,ZILPATEROL,CHEMBL2218907,5.96,0,http://www.openphacts.org/units/Nanomolar,806613,=,1,1,=,,IC50,nM,,1100.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,1.1
,,2612942,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '21.23', 'le': '0.47', 'lle': '2.89', 'sei': '10.10'}",,CHEMBL49080,CLENBUTEROL,CHEMBL49080,5.89,0,http://www.openphacts.org/units/Nanomolar,806614,=,1,1,=,,IC50,nM,,1300.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,1.3
,,2612943,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '21.51', 'le': '0.40', 'lle': '3.74', 'sei': '8.91'}",,CHEMBL509336,RACTOPAMINE,CHEMBL509336,6.48,0,http://www.openphacts.org/units/Nanomolar,806615,=,1,1,=,,IC50,nM,,330.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,0.33
,,2612944,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '25.11', 'le': '0.48', 'lle': '4.70', 'sei': '8.26'}",,CHEMBL714,ALBUTEROL,CHEMBL714,6.01,0,http://www.openphacts.org/units/Nanomolar,805279,=,1,1,=,,IC50,nM,,980.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,0.98
,,2612945,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '30.72', 'le': '0.58', 'lle': '5.91', 'sei': '20.54'}",,CHEMBL513389,ZENIDOLOL,CHEMBL513389,8.52,0,http://www.openphacts.org/units/Nanomolar,805280,=,1,1,=,,IC50,nM,,3.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,0.003
,,2612946,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000192,BAO_0000219,cell-based format,CC(C)N[C@@H]1CCn2c(=O)[nH]c3cccc(c32)[C@H]1O,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '24.85', 'le': '0.47', 'lle': '5.36', 'sei': '9.27'}",,CHEMBL462313,,CHEMBL462313,6.5,0,http://www.openphacts.org/units/Nanomolar,806612,=,1,1,=,,Ki,nM,,320.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,uM,UO_0000065,,0.32
,,2612947,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000192,BAO_0000219,cell-based format,CC(C)NC1CCn2c(=O)[nH]c3cccc(c32)C1O,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '23.87', 'le': '0.45', 'lle': '5.11', 'sei': '8.90'}",,CHEMBL2218907,ZILPATEROL,CHEMBL2218907,6.24,0,http://www.openphacts.org/units/Nanomolar,806613,=,1,1,=,,Ki,nM,,580.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,uM,UO_0000065,,0.58
,,2612948,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000192,BAO_0000219,cell-based format,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '22.53', 'le': '0.50', 'lle': '3.24', 'sei': '10.71'}",,CHEMBL49080,CLENBUTEROL,CHEMBL49080,6.24,0,http://www.openphacts.org/units/Nanomolar,806614,=,1,1,=,,Ki,nM,,570.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,uM,UO_0000065,,0.57
,,2612949,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000192,BAO_0000219,cell-based format,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '22.38', 'le': '0.42', 'lle': '4.00', 'sei': '9.27'}",,CHEMBL509336,RACTOPAMINE,CHEMBL509336,6.75,0,http://www.openphacts.org/units/Nanomolar,806615,=,1,1,=,,Ki,nM,,180.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,uM,UO_0000065,,0.18
,,2612950,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000192,BAO_0000219,cell-based format,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '26.29', 'le': '0.51', 'lle': '4.98', 'sei': '8.65'}",,CHEMBL714,ALBUTEROL,CHEMBL714,6.29,0,http://www.openphacts.org/units/Nanomolar,805279,=,1,1,=,,Ki,nM,,510.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,uM,UO_0000065,,0.51
,,2612951,[],CHEMBL1010734,Displacement of [3H]CGP1217 from human recombinant adrenergic beta2 receptor transfected in insect Sf9 cells by scintillation counting,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,,,CHEMBL1152790,J Med Chem,2009.0,"{'bei': '32.44', 'le': '0.61', 'lle': '6.39', 'sei': '21.69'}",,CHEMBL513389,ZENIDOLOL,CHEMBL513389,9.0,0,http://www.openphacts.org/units/Nanomolar,805280,=,1,1,=,,Ki,nM,,1.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Ki,uM,UO_0000065,,0.001
,,2633304,[],CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc3[nH]c(=O)[nH]c23)cc1,,,CHEMBL1137011,J Med Chem,2009.0,"{'bei': '23.05', 'le': '0.43', 'lle': '6.67', 'sei': '8.94'}",,CHEMBL486278,,CHEMBL486278,8.89,0,http://www.openphacts.org/units/Nanomolar,783525,=,1,1,=,,IC50,nM,,1.3,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,0.0013
,,2633310,[],CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CC(C)(C)NCC(O)COc2ccccc2C#N)cc1,,,CHEMBL1137011,J Med Chem,2009.0,"{'bei': '21.66', 'le': '0.40', 'lle': '4.76', 'sei': '10.30'}",,CHEMBL504479,,CHEMBL504479,7.68,0,http://www.openphacts.org/units/Nanomolar,783085,=,1,1,=,,IC50,nM,,21.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,0.021
,,2633312,[],CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2C#N)cc1,,,CHEMBL1137011,J Med Chem,2009.0,"{'bei': '19.64', 'le': '0.39', 'lle': '4.07', 'sei': '10.25'}",,CHEMBL523475,,CHEMBL523475,7.64,0,http://www.openphacts.org/units/Nanomolar,783086,=,1,1,=,,IC50,nM,,23.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,0.023
,,2633357,[],CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N.Cl,,,CHEMBL1137011,J Med Chem,2009.0,"{'bei': '13.12', 'le': '0.25', 'lle': '0.65', 'sei': '8.22'}",,CHEMBL2112075,,CHEMBL180672,5.37,0,http://www.openphacts.org/units/Nanomolar,783524,=,1,1,=,,IC50,nM,,4300.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,4.3
,,2633396,[],CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2Cl)cc1,,,CHEMBL1137011,J Med Chem,2009.0,"{'bei': '19.27', 'le': '0.40', 'lle': '3.33', 'sei': '15.14'}",,CHEMBL491251,,CHEMBL491251,7.68,0,http://www.openphacts.org/units/Nanomolar,783084,=,1,1,=,,IC50,nM,,21.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,0.021
,,2633398,[],CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc(Cl)c2Cl)cc1,,,CHEMBL1137011,J Med Chem,2009.0,"{'bei': '22.59', 'le': '0.47', 'lle': '4.65', 'sei': '17.74'}",,CHEMBL487508,,CHEMBL487508,9.0,0,http://www.openphacts.org/units/Nanomolar,783523,=,1,1,=,,IC50,nM,,1.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,0.001
,,2633399,[],CHEMBL952690,Binding affinity to beta2 adrenoceptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CC(C)(C)NC[C@@H](O)COc2cccc(Cl)c2Cl)cc1,,,CHEMBL1137011,J Med Chem,2009.0,"{'bei': '16.38', 'le': '0.34', 'lle': '2.17', 'sei': '12.86'}",,CHEMBL487507,,CHEMBL487507,6.52,0,http://www.openphacts.org/units/Nanomolar,783522,=,1,1,=,,IC50,nM,,300.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,uM,UO_0000065,,0.3
,,2641006,[],CHEMBL972492,Agonist activity at human beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)NCC(O)c1ccc(O)c(O)c1,,,CHEMBL1138625,Bioorg Med Chem,2009.0,,,CHEMBL434,ISOPROTERENOL,CHEMBL434,8.52,1,http://www.openphacts.org/units/Nanomolar,758387,=,1,1,=,,EC50,nM,,3.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,uM,UO_0000065,,0.003
,,2641019,[],CHEMBL972492,Agonist activity at human beta2 adrenergic receptor expressed in CHO cells assessed as cAMP accumulation,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(Cc1ccc(NC(=O)Cc2nccn2Cc2ccccc2)cc1)NC[C@H](O)COc1ccccc1,,,CHEMBL1138625,Bioorg Med Chem,2009.0,,,CHEMBL466088,,CHEMBL466088,7.57,0,http://www.openphacts.org/units/Nanomolar,758651,=,1,1,=,,EC50,nM,,27.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,uM,UO_0000065,,0.027
,,2649443,[],CHEMBL1033545,Agonist activity at human cloned adrenergic beta2 receptor expressed in CHO cells assessed as increase in cAMP production after 2 days by radioimmunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)NCC(O)c1ccc(O)c(O)c1,,,CHEMBL1158395,Eur J Med Chem,2009.0,,,CHEMBL434,ISOPROTERENOL,CHEMBL434,8.52,1,http://www.openphacts.org/units/Nanomolar,814374,=,1,1,=,,EC50,nM,,3.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,EC50,uM,UO_0000065,,0.003
,,2688150,[],CHEMBL1058735,Binding affinity to human adrenergic beta2 receptor,B,,,BAO_0000034,BAO_0000357,single protein format,NCCc1ccc(O)c(O)c1,,,CHEMBL1152888,Eur J Med Chem,2009.0,"{'bei': '27.35', 'le': '0.52', 'lle': '3.59', 'sei': '6.30'}",,CHEMBL59,DOPAMINE,CHEMBL59,4.19,0,http://www.openphacts.org/units/Nanomolar,823165,=,1,1,=,,Kd,nM,,64560.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Kd,uM,UO_0000065,,64.56
,,2688151,[],CHEMBL1058735,Binding affinity to human adrenergic beta2 receptor,B,,,BAO_0000034,BAO_0000357,single protein format,NC[C@H](O)c1ccc(O)c(O)c1,,,CHEMBL1152888,Eur J Med Chem,2009.0,"{'bei': '31.92', 'le': '0.61', 'lle': '5.31', 'sei': '6.23'}",,CHEMBL1437,NOREPINEPHRINE,CHEMBL1437,5.4,0,http://www.openphacts.org/units/Nanomolar,823166,=,1,1,=,,Kd,nM,,3980.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Kd,uM,UO_0000065,,3.98
,,2688152,[],CHEMBL1058735,Binding affinity to human adrenergic beta2 receptor,B,,,BAO_0000034,BAO_0000357,single protein format,CNC[C@H](O)c1ccc(O)c(O)c1,,,CHEMBL1152888,Eur J Med Chem,2009.0,"{'bei': '33.84', 'le': '0.65', 'lle': '5.85', 'sei': '8.53'}",,CHEMBL679,EPINEPHRINE,CHEMBL679,6.2,0,http://www.openphacts.org/units/Nanomolar,823167,=,1,1,=,,Kd,nM,,630.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,Kd,uM,UO_0000065,,0.63
