ligand_id,is_known_active,enopt_decoy_score,enopt_decoy_rank
CHEMBL25680,0,0.62252474,3604
CHEMBL10248,0,0.62252474,3605
CHEMBL10432,0,0.62252474,3606
CHEMBL9481,0,0.6225203,3607
CHEMBL4434834,0,0.6225203,3608
CHEMBL39172,0,0.6225203,3609
CHEMBL4434944,0,0.6225203,3610
CHEMBL13458,0,0.6225203,3611
CHEMBL36751,0,0.6225203,3612
CHEMBL7567,0,0.6225203,3613
CHEMBL35191,0,0.6225203,3614
CHEMBL35309,0,0.6225203,3615
CHEMBL33332,0,0.6225203,3616
CHEMBL539611,0,0.6223737,3617
CHEMBL20908,0,0.62215316,3618
CHEMBL41939,0,0.62215316,3619
CHEMBL18589,0,0.6216987,3620
CHEMBL16421,0,0.6216459,3621
CHEMBL38328,0,0.6215022,3622
CHEMBL14161,0,0.6215022,3623
CHEMBL40530,0,0.6215022,3624
CHEMBL9420,0,0.6212259,3625
CHEMBL31833,0,0.6208249,3626
CHEMBL6344,0,0.6207066,3627
CHEMBL42357,0,0.62070113,3628
CHEMBL31864,0,0.62070113,3629
CHEMBL37948,0,0.62070113,3630
CHEMBL30013,0,0.62070113,3631
CHEMBL11439,0,0.62070113,3632
CHEMBL18005,0,0.62070113,3633
CHEMBL18473,0,0.62070113,3634
CHEMBL21410,0,0.62070113,3635
CHEMBL20900,0,0.62070113,3636
CHEMBL557764,0,0.62070113,3637
CHEMBL31362,0,0.62070113,3638
CHEMBL25530,0,0.62070113,3639
CHEMBL3310782,0,0.62070113,3640
CHEMBL24200,0,0.62070113,3641
CHEMBL23499,0,0.62070113,3642
CHEMBL7103,0,0.62070113,3643
CHEMBL1163528,0,0.62070113,3644
CHEMBL1087095,0,0.62070113,3645
CHEMBL18500,0,0.62070113,3646
CHEMBL17178,0,0.62070113,3647
CHEMBL18093,0,0.62070113,3648
CHEMBL27630,0,0.62070113,3649
CHEMBL28343,0,0.62070113,3650
CHEMBL33103,0,0.62049913,3651
CHEMBL29617,0,0.62033516,3652
CHEMBL4436499,0,0.6203263,3653
CHEMBL38973,0,0.62020445,3654
CHEMBL12402,0,0.62020445,3655
CHEMBL19647,0,0.6201203,3656
CHEMBL28594,0,0.6199357,3657
CHEMBL3310028,0,0.6194085,3658
CHEMBL10843,0,0.6194085,3659
CHEMBL10708,0,0.6193866,3660
CHEMBL41291,0,0.6193866,3661
CHEMBL11714,0,0.6192872,3662
CHEMBL14262,0,0.6192083,3663
CHEMBL3311240,0,0.6192083,3664
CHEMBL4116157,0,0.6192083,3665
CHEMBL4434782,0,0.6192083,3666
CHEMBL18023,0,0.6192083,3667
CHEMBL35349,0,0.6192083,3668
CHEMBL23532,0,0.6192083,3669
CHEMBL13659,0,0.6192083,3670
CHEMBL4435976,0,0.6192083,3671
CHEMBL14734,0,0.6192083,3672
CHEMBL21839,0,0.6192083,3673
CHEMBL19443,0,0.6192083,3674
CHEMBL4559989,0,0.6192083,3675
CHEMBL32170,0,0.6192083,3676
CHEMBL35303,0,0.6192083,3677
CHEMBL8015,0,0.6192083,3678
CHEMBL32266,0,0.6192083,3679
CHEMBL36512,0,0.6192083,3680
CHEMBL37447,0,0.6192083,3681
CHEMBL9890,0,0.6192083,3682
CHEMBL26839,0,0.6192083,3683
CHEMBL20083,0,0.6192083,3684
CHEMBL4436118,0,0.6192083,3685
CHEMBL27921,0,0.6192083,3686
CHEMBL4435421,0,0.6192083,3687
CHEMBL25107,0,0.6192083,3688
CHEMBL19055,0,0.6192083,3689
CHEMBL35130,0,0.6192083,3690
CHEMBL17944,0,0.6192083,3691
CHEMBL4435442,0,0.6192083,3692
CHEMBL4435408,0,0.6192083,3693
CHEMBL28543,0,0.6192083,3694
CHEMBL267832,0,0.6192083,3695
CHEMBL34858,0,0.6192083,3696
CHEMBL34859,0,0.6192083,3697
CHEMBL6676,0,0.6192083,3698
CHEMBL584773,0,0.6192083,3699
CHEMBL36077,0,0.6192083,3700
CHEMBL36920,0,0.6192083,3701
CHEMBL19790,0,0.6192083,3702
CHEMBL3309284,0,0.6192083,3703
CHEMBL15585,0,0.6192083,3704
CHEMBL3310670,0,0.6192083,3705
CHEMBL37982,0,0.6192083,3706
CHEMBL30364,0,0.6192083,3707
CHEMBL10198,0,0.6192083,3708
CHEMBL13834,0,0.6192083,3709
CHEMBL1163540,0,0.6192083,3710
CHEMBL38317,0,0.6192083,3711
CHEMBL4435668,0,0.6192083,3712
CHEMBL4434882,0,0.6192083,3713
CHEMBL19966,0,0.6192083,3714
CHEMBL25382,0,0.6192083,3715
CHEMBL7377,0,0.6192083,3716
CHEMBL35258,0,0.6192083,3717
CHEMBL39644,0,0.6192083,3718
CHEMBL22129,0,0.6192083,3719
CHEMBL3309529,0,0.6192083,3720
CHEMBL554586,0,0.6192083,3721
CHEMBL33413,0,0.6192083,3722
CHEMBL16541,0,0.6192083,3723
CHEMBL3310858,0,0.6192083,3724
CHEMBL34886,0,0.6192083,3725
CHEMBL32508,0,0.6192083,3726
CHEMBL3309873,0,0.61915064,3727
CHEMBL4435296,0,0.6191243,3728
CHEMBL4435905,0,0.61897844,3729
CHEMBL4553128,0,0.6188868,3730
CHEMBL34993,0,0.6186482,3731
CHEMBL20098,0,0.618586,3732
CHEMBL10823,0,0.618586,3733
CHEMBL26095,0,0.6183413,3734
CHEMBL17207,0,0.6182819,3735
CHEMBL27715,0,0.6182819,3736
CHEMBL19095,0,0.6182479,3737
CHEMBL24403,0,0.6182479,3738
CHEMBL25606,0,0.6182479,3739
CHEMBL21631,0,0.6182479,3740
CHEMBL7067,0,0.6182479,3741
CHEMBL37438,0,0.6182479,3742
CHEMBL3311425,0,0.6182479,3743
CHEMBL34776,0,0.6182479,3744
CHEMBL25799,0,0.6182479,3745
CHEMBL37889,0,0.6182479,3746
CHEMBL23946,0,0.6182479,3747
CHEMBL37064,0,0.6182479,3748
CHEMBL19977,0,0.6182479,3749
CHEMBL21689,0,0.6182479,3750
CHEMBL15597,0,0.6182479,3751
CHEMBL25724,0,0.6182479,3752
CHEMBL11305,0,0.6182479,3753
CHEMBL10008,0,0.6182479,3754
CHEMBL32590,0,0.6182479,3755
CHEMBL9278,0,0.6182479,3756
CHEMBL26896,0,0.6182479,3757
CHEMBL42766,0,0.6182479,3758
CHEMBL38342,0,0.6182479,3759
CHEMBL1163286,0,0.6182479,3760
CHEMBL3310311,0,0.6182479,3761
CHEMBL26464,0,0.6182479,3762
CHEMBL4436176,0,0.6182479,3763
CHEMBL4436213,0,0.6182479,3764
CHEMBL4434790,0,0.6182479,3765
CHEMBL18061,0,0.6182479,3766
CHEMBL33964,0,0.6182479,3767
CHEMBL4435097,0,0.6182479,3768
CHEMBL36986,0,0.6182479,3769
CHEMBL23495,0,0.6182479,3770
CHEMBL37654,0,0.6182479,3771
CHEMBL38663,0,0.6182479,3772
CHEMBL18156,0,0.6182479,3773
CHEMBL6317,0,0.6182479,3774
CHEMBL25940,0,0.6182479,3775
CHEMBL24414,0,0.6182479,3776
CHEMBL24232,0,0.6182479,3777
CHEMBL15982,0,0.6182479,3778
CHEMBL21983,0,0.6182479,3779
CHEMBL43675,0,0.6182479,3780
CHEMBL4116001,0,0.6182479,3781
CHEMBL3309795,0,0.6182479,3782
CHEMBL22575,0,0.6182479,3783
CHEMBL29130,0,0.6182479,3784
CHEMBL38005,0,0.6182479,3785
CHEMBL29000,0,0.6182479,3786
CHEMBL35248,0,0.6182479,3787
CHEMBL4436160,0,0.6182479,3788
CHEMBL43025,0,0.6182479,3789
CHEMBL34263,0,0.6182479,3790
CHEMBL18410,0,0.6182479,3791
CHEMBL38079,0,0.6182479,3792
CHEMBL3309869,0,0.6182479,3793
CHEMBL17868,0,0.6182479,3794
CHEMBL11865,0,0.6182479,3795
CHEMBL35270,0,0.6179989,3796
CHEMBL4435394,0,0.6179989,3797
CHEMBL40119,0,0.61774474,3798
CHEMBL8912,0,0.61774474,3799
CHEMBL4435558,0,0.61774474,3800
CHEMBL10615,0,0.61774474,3801
CHEMBL14861,0,0.6176612,3802
CHEMBL29679,0,0.6176612,3803
CHEMBL440981,0,0.6176251,3804
CHEMBL37493,0,0.6176251,3805
CHEMBL17979,0,0.6176251,3806
CHEMBL16165,0,0.6176251,3807
CHEMBL41606,0,0.6176251,3808
CHEMBL12450,1,0.6176251,3809
CHEMBL21515,0,0.6176251,3810
CHEMBL37431,0,0.6176251,3811
CHEMBL3310218,0,0.6176251,3812
CHEMBL15368,0,0.6176251,3813
CHEMBL7698,0,0.6176251,3814
CHEMBL42611,0,0.6176251,3815
CHEMBL1189522,0,0.6176251,3816
CHEMBL4435498,0,0.6176251,3817
CHEMBL4543291,0,0.6176251,3818
CHEMBL4435082,0,0.6176251,3819
CHEMBL4435481,0,0.6176251,3820
CHEMBL15261,0,0.6176251,3821
CHEMBL21012,0,0.6176251,3822
CHEMBL33728,0,0.6176251,3823
CHEMBL30215,0,0.6176251,3824
CHEMBL11946,0,0.6176251,3825
CHEMBL36361,0,0.6176251,3826
CHEMBL41351,0,0.6176251,3827
CHEMBL4543308,0,0.6176251,3828
CHEMBL7124,0,0.6176251,3829
CHEMBL41402,0,0.6176251,3830
CHEMBL6487,0,0.6176251,3831
CHEMBL15425,0,0.6176251,3832
CHEMBL1182365,0,0.6176251,3833
CHEMBL3309598,0,0.6176251,3834
CHEMBL3309531,0,0.6176251,3835
CHEMBL28287,0,0.6176251,3836
CHEMBL33934,0,0.6176251,3837
CHEMBL3311455,0,0.6176251,3838
CHEMBL42933,0,0.6176251,3839
CHEMBL32164,0,0.6176251,3840
CHEMBL39953,0,0.6176251,3841
CHEMBL30957,0,0.6176251,3842
CHEMBL7106,0,0.6176251,3843
CHEMBL18873,0,0.6176251,3844
CHEMBL12054,0,0.6176251,3845
CHEMBL9886,0,0.6176251,3846
CHEMBL37753,0,0.6176251,3847
CHEMBL38582,0,0.6176251,3848
CHEMBL4116116,0,0.6176251,3849
CHEMBL14719,0,0.6176251,3850
CHEMBL36919,0,0.6176251,3851
CHEMBL3310714,0,0.6176251,3852
CHEMBL16643,0,0.6176251,3853
CHEMBL28425,0,0.6176251,3854
CHEMBL4434747,0,0.6176251,3855
CHEMBL29221,0,0.6176251,3856
CHEMBL38684,0,0.6176251,3857
CHEMBL3309883,0,0.6176251,3858
CHEMBL19343,0,0.6176251,3859
CHEMBL36695,0,0.6176251,3860
CHEMBL3309770,0,0.6176251,3861
CHEMBL1203132,0,0.6176251,3862
CHEMBL14589,0,0.6176251,3863
CHEMBL21199,0,0.6176251,3864
CHEMBL1782793,0,0.6176251,3865
CHEMBL4436365,0,0.6176251,3866
CHEMBL27650,0,0.6176251,3867
CHEMBL9928,0,0.6176251,3868
CHEMBL17675,0,0.6176251,3869
CHEMBL31396,0,0.6176251,3870
CHEMBL43749,0,0.6176251,3871
CHEMBL10327,0,0.6176251,3872
CHEMBL34750,0,0.6176251,3873
CHEMBL22319,0,0.61744833,3874
CHEMBL13689,0,0.61744833,3875
CHEMBL9183,0,0.61744833,3876
CHEMBL31459,0,0.61740166,3877
CHEMBL39591,0,0.61740166,3878
CHEMBL34741,0,0.61740166,3879
CHEMBL18432,0,0.61740166,3880
CHEMBL4436266,0,0.61740166,3881
CHEMBL36234,0,0.61740166,3882
CHEMBL4436194,0,0.61740166,3883
CHEMBL14760,0,0.61740166,3884
CHEMBL21411,0,0.61740166,3885
CHEMBL3309830,0,0.61740166,3886
CHEMBL40955,0,0.61740166,3887
CHEMBL10935,0,0.61740166,3888
CHEMBL22123,0,0.61740166,3889
CHEMBL3309442,0,0.61740166,3890
CHEMBL39203,0,0.61740166,3891
CHEMBL22535,0,0.61740166,3892
CHEMBL20473,0,0.61740166,3893
CHEMBL23270,0,0.61740166,3894
CHEMBL11821,0,0.61740166,3895
CHEMBL10095,0,0.61740166,3896
CHEMBL11939,0,0.61740166,3897
CHEMBL37239,0,0.61740166,3898
CHEMBL17139,0,0.61740166,3899
CHEMBL42105,0,0.61740166,3900
CHEMBL1163132,0,0.61740166,3901
CHEMBL12946,0,0.61740166,3902
CHEMBL4543347,0,0.61740166,3903
CHEMBL1160322,0,0.61740166,3904
CHEMBL30323,0,0.61740166,3905
CHEMBL19523,0,0.61740166,3906
CHEMBL14510,0,0.61740166,3907
CHEMBL41212,0,0.61740166,3908
CHEMBL36889,0,0.61740166,3909
CHEMBL21393,0,0.61740166,3910
CHEMBL35243,0,0.61740166,3911
CHEMBL32364,0,0.61740166,3912
CHEMBL3309326,0,0.61740166,3913
CHEMBL26477,0,0.61724895,3914
CHEMBL3309835,0,0.61724895,3915
CHEMBL28204,0,0.61724895,3916
CHEMBL534251,0,0.61724895,3917
CHEMBL35247,0,0.6170349,3918
CHEMBL19945,0,0.6170349,3919
CHEMBL26420,0,0.6170349,3920
CHEMBL14348,0,0.6169429,3921
CHEMBL9610,0,0.6169429,3922
CHEMBL36325,0,0.6169429,3923
CHEMBL9642,0,0.61651206,3924
CHEMBL21051,0,0.61651206,3925
CHEMBL4436000,0,0.61651206,3926
CHEMBL37871,0,0.61651206,3927
CHEMBL26889,0,0.61651206,3928
CHEMBL14538,0,0.61651206,3929
CHEMBL37416,0,0.61651206,3930
CHEMBL36060,1,0.61614853,3931
CHEMBL14156,0,0.61614853,3932
CHEMBL16845,0,0.61614853,3933
CHEMBL38597,0,0.61614853,3934
CHEMBL8910,0,0.61614853,3935
CHEMBL3310789,0,0.61614853,3936
CHEMBL4435775,0,0.61614853,3937
CHEMBL37586,0,0.61614853,3938
CHEMBL12527,0,0.61614853,3939
CHEMBL37396,0,0.61614853,3940
CHEMBL40542,0,0.61614853,3941
CHEMBL16815,0,0.61614853,3942
CHEMBL30064,0,0.6159009,3943
CHEMBL23325,0,0.61586905,3944
CHEMBL41649,0,0.6156499,3945
CHEMBL501618,0,0.6155959,3946
CHEMBL3311351,0,0.6155959,3947
CHEMBL1075896,0,0.6154648,3948
CHEMBL12701,0,0.6154261,3949
CHEMBL9930,0,0.6153235,3950
CHEMBL21103,0,0.6153235,3951
CHEMBL22128,0,0.6153235,3952
CHEMBL558162,0,0.6153235,3953
CHEMBL40161,0,0.6153235,3954
CHEMBL34693,0,0.6153235,3955
CHEMBL38966,0,0.6153235,3956
CHEMBL14495,0,0.6153235,3957
CHEMBL8482,0,0.6153235,3958
CHEMBL41621,0,0.61525446,3959
CHEMBL39297,0,0.6151859,3960
CHEMBL29219,0,0.6150059,3961
CHEMBL472,0,0.6148453,3962
CHEMBL7572,0,0.6148453,3963
CHEMBL34057,0,0.6148453,3964
CHEMBL18337,0,0.6148453,3965
CHEMBL17679,0,0.6148453,3966
CHEMBL16564,0,0.6148453,3967
CHEMBL6362,0,0.61448365,3968
CHEMBL34887,0,0.61448365,3969
CHEMBL37672,0,0.61448365,3970
CHEMBL20287,0,0.6143325,3971
CHEMBL10039,0,0.6143325,3972
CHEMBL21305,0,0.6143325,3973
CHEMBL39776,0,0.61379987,3974
CHEMBL8020,0,0.613769,3975
CHEMBL1097634,0,0.613769,3976
CHEMBL31184,0,0.613769,3977
CHEMBL24026,0,0.6137515,3978
CHEMBL32592,0,0.6137515,3979
CHEMBL3310678,0,0.6136707,3980
CHEMBL153812,0,0.6133139,3981
CHEMBL21369,0,0.61323935,3982
CHEMBL42396,0,0.613179,3983
CHEMBL17220,0,0.613179,3984
CHEMBL4543468,0,0.6130926,3985
CHEMBL32401,0,0.6130926,3986
CHEMBL33161,0,0.6130926,3987
CHEMBL17365,0,0.6128519,3988
CHEMBL4543384,0,0.61279964,3989
CHEMBL12909,0,0.61217445,3990
CHEMBL22172,0,0.61185163,3991
CHEMBL29621,0,0.61183125,3992
CHEMBL9840,0,0.6116771,3993
CHEMBL3310261,0,0.6116771,3994
CHEMBL20205,0,0.6115827,3995
CHEMBL7016,0,0.6115827,3996
CHEMBL33708,0,0.6115827,3997
CHEMBL25501,0,0.61152744,3998
CHEMBL23753,0,0.6115208,3999
CHEMBL7398,0,0.6115208,4000
CHEMBL540662,0,0.6115208,4001
CHEMBL3310357,0,0.6115208,4002
CHEMBL14393,0,0.6115208,4003
CHEMBL13982,0,0.61135525,4004
CHEMBL8802,0,0.6113219,4005
CHEMBL40445,0,0.6113219,4006
CHEMBL7807,0,0.6113219,4007
CHEMBL3311465,0,0.6113219,4008
CHEMBL34397,0,0.6113219,4009
CHEMBL28622,0,0.6113219,4010
CHEMBL10678,0,0.61126053,4011
CHEMBL21561,0,0.6111979,4012
CHEMBL10311,0,0.61116,4013
CHEMBL4435189,0,0.61116,4014
CHEMBL16324,0,0.61116,4015
CHEMBL39176,0,0.61105424,4016
CHEMBL41823,0,0.610953,4017
CHEMBL29031,0,0.610953,4018
CHEMBL18247,0,0.6106675,4019
CHEMBL7357,0,0.6106675,4020
CHEMBL28828,0,0.6106675,4021
CHEMBL40734,0,0.6106675,4022
CHEMBL35410,0,0.6106675,4023
CHEMBL14790,0,0.61048204,4024
CHEMBL34811,0,0.61048204,4025
CHEMBL33715,0,0.61048204,4026
CHEMBL12134,0,0.61044407,4027
CHEMBL33693,0,0.61044407,4028
CHEMBL31282,0,0.61044407,4029
CHEMBL39746,0,0.61044407,4030
CHEMBL30155,0,0.61024266,4031
CHEMBL3309638,0,0.6102252,4032
CHEMBL15300,0,0.6102252,4033
CHEMBL32957,0,0.6102252,4034
CHEMBL26714,0,0.6102252,4035
CHEMBL24154,0,0.6102252,4036
CHEMBL35282,0,0.6100401,4037
CHEMBL30763,0,0.6099171,4038
CHEMBL8783,0,0.6099171,4039
CHEMBL34938,0,0.6099171,4040
CHEMBL19113,0,0.60990375,4041
CHEMBL36579,0,0.60980767,4042
CHEMBL6991,0,0.60980767,4043
CHEMBL4436337,0,0.60980767,4044
CHEMBL10868,0,0.6096955,4045
CHEMBL32343,0,0.6095014,4046
CHEMBL36809,0,0.60938895,4047
CHEMBL19491,0,0.6092975,4048
CHEMBL31898,0,0.6092975,4049
CHEMBL6551,0,0.6092975,4050
CHEMBL9876,0,0.6092975,4051
CHEMBL33431,0,0.6092975,4052
CHEMBL13505,0,0.6092975,4053
CHEMBL27196,0,0.6092975,4054
CHEMBL36045,0,0.6092975,4055
CHEMBL36386,0,0.6092975,4056
CHEMBL30198,0,0.6092975,4057
CHEMBL15246,0,0.6092975,4058
CHEMBL28891,0,0.6092975,4059
CHEMBL592890,0,0.6092975,4060
CHEMBL18440,0,0.6092975,4061
CHEMBL8692,0,0.6092975,4062
CHEMBL7779,0,0.6092975,4063
CHEMBL22691,0,0.6092975,4064
CHEMBL9015,0,0.6092975,4065
CHEMBL18903,0,0.6092975,4066
CHEMBL8617,0,0.6092975,4067
CHEMBL10895,0,0.6092975,4068
CHEMBL572517,0,0.6092975,4069
CHEMBL23647,0,0.6092975,4070
CHEMBL22075,0,0.6092975,4071
CHEMBL3309769,0,0.6092975,4072
CHEMBL4434810,0,0.6092975,4073
CHEMBL4435368,0,0.6092975,4074
CHEMBL31357,0,0.6092975,4075
CHEMBL15375,0,0.6092975,4076
CHEMBL4434745,0,0.6092975,4077
CHEMBL13637,0,0.6092975,4078
CHEMBL15805,0,0.6092975,4079
CHEMBL4435206,0,0.6092975,4080
CHEMBL36024,0,0.6092975,4081
CHEMBL4543218,0,0.6092975,4082
CHEMBL38481,0,0.6092975,4083
CHEMBL9796,0,0.6092975,4084
CHEMBL10668,0,0.60918784,4085
CHEMBL16223,0,0.60916823,4086
CHEMBL11340,0,0.60913247,4087
CHEMBL37131,0,0.60913247,4088
CHEMBL37319,0,0.60913247,4089
CHEMBL25493,0,0.60913247,4090
CHEMBL32965,0,0.6089669,4091
CHEMBL17258,0,0.6088352,4092
CHEMBL18042,0,0.60862184,4093
CHEMBL11940,0,0.6084621,4094
CHEMBL40993,0,0.6084621,4095
CHEMBL4435214,0,0.6084621,4096
CHEMBL25615,0,0.6084621,4097
CHEMBL30123,0,0.6084621,4098
CHEMBL30008,0,0.6084621,4099
CHEMBL19416,0,0.60845184,4100
CHEMBL32148,0,0.60845184,4101
CHEMBL17973,0,0.6084011,4102
CHEMBL12130,0,0.6084011,4103
CHEMBL24269,0,0.6084011,4104
CHEMBL37826,0,0.6084011,4105
CHEMBL12702,0,0.6084011,4106
CHEMBL29211,0,0.6084011,4107
CHEMBL30023,0,0.6084011,4108
CHEMBL24809,0,0.6084011,4109
CHEMBL30054,0,0.6084011,4110
CHEMBL33299,0,0.6084011,4111
CHEMBL13222,0,0.6083359,4112
CHEMBL38477,0,0.6081083,4113
CHEMBL20825,0,0.6080775,4114
CHEMBL4543342,0,0.6078838,4115
CHEMBL10521,0,0.6076924,4116
CHEMBL34629,0,0.6076315,4117
CHEMBL6993,0,0.6076315,4118
CHEMBL32056,0,0.6076315,4119
CHEMBL1090248,0,0.6076315,4120
CHEMBL33273,0,0.6076315,4121
CHEMBL25535,0,0.6076315,4122
CHEMBL31335,0,0.6076315,4123
CHEMBL4559925,0,0.6076315,4124
CHEMBL33259,0,0.6076315,4125
CHEMBL19692,0,0.6076315,4126
CHEMBL11455,0,0.6076315,4127
CHEMBL12608,0,0.6076315,4128
CHEMBL12577,0,0.6076315,4129
CHEMBL34000,0,0.6076315,4130
CHEMBL39941,0,0.607272,4131
CHEMBL8251,0,0.6069621,4132
CHEMBL3309443,0,0.6069621,4133
CHEMBL3309996,0,0.6069621,4134
CHEMBL21282,0,0.6069621,4135
CHEMBL9656,0,0.6067061,4136
CHEMBL21057,0,0.6067061,4137
CHEMBL1163503,0,0.6066966,4138
CHEMBL22271,0,0.606581,4139
CHEMBL29141,1,0.60637236,4140
CHEMBL767,0,0.60637236,4141
CHEMBL11484,0,0.60637236,4142
CHEMBL41262,0,0.60637236,4143
CHEMBL24516,0,0.60592926,4144
CHEMBL1185408,0,0.60592926,4145
CHEMBL39951,0,0.60592926,4146
CHEMBL43655,0,0.60592926,4147
CHEMBL4543265,0,0.60592926,4148
CHEMBL29927,0,0.60592926,4149
CHEMBL31904,0,0.60592926,4150
CHEMBL43751,0,0.6059266,4151
CHEMBL4116115,0,0.6059266,4152
CHEMBL12624,0,0.6058689,4153
CHEMBL20004,0,0.6058689,4154
CHEMBL25091,0,0.6058689,4155
CHEMBL46,0,0.6058689,4156
CHEMBL9126,0,0.6058689,4157
CHEMBL21629,0,0.6058689,4158
CHEMBL23492,0,0.6058689,4159
CHEMBL35071,0,0.6058689,4160
CHEMBL3310236,0,0.6058689,4161
CHEMBL41848,0,0.6058689,4162
CHEMBL27322,0,0.6058274,4163
CHEMBL14158,0,0.60551065,4164
CHEMBL14149,0,0.60551065,4165
CHEMBL17227,0,0.6053893,4166
CHEMBL41536,0,0.60523856,4167
CHEMBL9835,0,0.60523856,4168
CHEMBL3310376,0,0.60513043,4169
CHEMBL10597,0,0.6051149,4170
CHEMBL8593,0,0.6051149,4171
CHEMBL8553,0,0.60489213,4172
CHEMBL23163,0,0.60489213,4173
CHEMBL4435180,0,0.60489213,4174
CHEMBL4436259,0,0.60486573,4175
CHEMBL9531,0,0.6048149,4176
CHEMBL38239,0,0.6048149,4177
CHEMBL33045,0,0.6048149,4178
CHEMBL24508,0,0.6048149,4179
CHEMBL28562,0,0.6048099,4180
CHEMBL34551,0,0.6047285,4181
CHEMBL563918,0,0.6047285,4182
CHEMBL3309528,0,0.604727,4183
CHEMBL34136,0,0.604727,4184
CHEMBL16432,0,0.604727,4185
CHEMBL33650,0,0.604727,4186
CHEMBL26926,0,0.604727,4187
CHEMBL25742,0,0.604727,4188
CHEMBL11947,0,0.604727,4189
CHEMBL20431,0,0.6045965,4190
CHEMBL23822,0,0.60440844,4191
CHEMBL20672,0,0.6040555,4192
CHEMBL18255,0,0.6039325,4193
CHEMBL32121,0,0.6039325,4194
CHEMBL27266,0,0.60379654,4195
CHEMBL21945,0,0.60366076,4196
CHEMBL4434949,0,0.60315406,4197
CHEMBL31273,0,0.6026697,4198
CHEMBL37217,0,0.60251266,4199
CHEMBL4553669,0,0.60251266,4200
CHEMBL4436231,0,0.60251266,4201
CHEMBL22709,0,0.60251266,4202
CHEMBL27280,0,0.60251266,4203
CHEMBL42780,0,0.6023258,4204
CHEMBL9925,0,0.60217255,4205
CHEMBL1076587,0,0.60217255,4206
CHEMBL9586,0,0.6020653,4207
CHEMBL20732,0,0.6020389,4208
CHEMBL26433,0,0.6020389,4209
CHEMBL3309796,0,0.6020389,4210
CHEMBL24072,0,0.6017325,4211
CHEMBL25112,0,0.60126984,4212
CHEMBL22708,0,0.60126984,4213
CHEMBL34760,0,0.60126984,4214
CHEMBL14043,0,0.6010914,4215
CHEMBL42625,0,0.6010914,4216
CHEMBL4435809,0,0.6010914,4217
CHEMBL21959,0,0.60096645,4218
CHEMBL3309615,0,0.60096645,4219
CHEMBL28548,0,0.60096645,4220
CHEMBL39956,0,0.60096645,4221
CHEMBL609468,0,0.60096645,4222
CHEMBL19306,0,0.60096645,4223
CHEMBL32390,0,0.60096645,4224
CHEMBL11757,0,0.6009152,4225
CHEMBL35221,0,0.60076857,4226
CHEMBL20615,0,0.60076857,4227
CHEMBL27172,0,0.6007514,4228
CHEMBL22291,0,0.6005688,4229
CHEMBL1159866,0,0.60054857,4230
CHEMBL41828,0,0.6004015,4231
CHEMBL15996,0,0.6004015,4232
CHEMBL4435646,0,0.6004015,4233
CHEMBL9521,0,0.60025686,4234
CHEMBL15593,0,0.6001508,4235
CHEMBL14800,0,0.6001263,4236
CHEMBL15646,0,0.6001263,4237
CHEMBL38296,0,0.5998947,4238
CHEMBL22677,0,0.5996921,4239
CHEMBL11835,0,0.5996921,4240
CHEMBL11177,0,0.5996921,4241
CHEMBL33031,0,0.5996921,4242
CHEMBL27430,0,0.5996888,4243
CHEMBL31125,0,0.59968567,4244
CHEMBL24043,0,0.5996619,4245
CHEMBL17933,0,0.5996619,4246
CHEMBL28364,0,0.5996577,4247
CHEMBL1076741,0,0.5993908,4248
CHEMBL14163,0,0.5993785,4249
CHEMBL4436149,0,0.5993785,4250
CHEMBL3310063,0,0.5993785,4251
CHEMBL34565,0,0.599153,4252
CHEMBL31952,0,0.5988795,4253
CHEMBL41309,0,0.5988795,4254
CHEMBL25022,0,0.5988795,4255
CHEMBL1213147,0,0.59886754,4256
CHEMBL20525,0,0.59886754,4257
CHEMBL37095,0,0.59886754,4258
CHEMBL24944,0,0.59886754,4259
CHEMBL29038,0,0.59886754,4260
CHEMBL18770,0,0.59886754,4261
CHEMBL11236,0,0.59886754,4262
CHEMBL30260,0,0.59886754,4263
CHEMBL9471,0,0.5987607,4264
CHEMBL41935,0,0.5987607,4265
CHEMBL6301,0,0.5987046,4266
CHEMBL9190,0,0.5985902,4267
CHEMBL4543564,0,0.5985902,4268
CHEMBL24982,0,0.59856546,4269
CHEMBL24039,0,0.59856546,4270
CHEMBL17378,0,0.5984591,4271
CHEMBL17530,0,0.59819937,4272
CHEMBL19590,0,0.59819937,4273
CHEMBL21810,0,0.59819937,4274
CHEMBL32832,0,0.59819937,4275
CHEMBL8382,0,0.59819937,4276
CHEMBL8777,0,0.59816366,4277
CHEMBL40430,0,0.5980969,4278
CHEMBL22641,0,0.59800214,4279
CHEMBL8376,0,0.5979227,4280
CHEMBL19257,0,0.5979227,4281
CHEMBL9583,0,0.5979227,4282
CHEMBL9451,0,0.5979227,4283
CHEMBL18521,0,0.5979227,4284
CHEMBL35635,0,0.5979227,4285
CHEMBL23456,0,0.5979227,4286
CHEMBL9418,0,0.5979227,4287
CHEMBL29963,0,0.5976109,4288
CHEMBL37897,0,0.5976109,4289
CHEMBL24330,0,0.5976109,4290
CHEMBL35943,0,0.5976109,4291
CHEMBL29203,0,0.5976109,4292
CHEMBL38327,0,0.5976109,4293
CHEMBL38988,0,0.5976109,4294
CHEMBL35524,0,0.5976109,4295
CHEMBL20744,0,0.5976109,4296
