ligand_id,is_known_active,enopt_decoy_score,enopt_decoy_rank
CHEMBL39490,0,0.86851656,85
CHEMBL10577,0,0.86669433,86
CHEMBL24309,0,0.86657435,87
CHEMBL34971,0,0.86657435,88
CHEMBL35184,0,0.86657435,89
CHEMBL25390,0,0.86657435,90
CHEMBL37467,0,0.86657435,91
CHEMBL20316,0,0.86657435,92
CHEMBL34990,0,0.86657435,93
CHEMBL23826,0,0.86657435,94
CHEMBL14197,0,0.86657435,95
CHEMBL39596,1,0.86657435,96
CHEMBL31805,0,0.86657435,97
CHEMBL25095,0,0.86657435,98
CHEMBL37627,0,0.86657435,99
CHEMBL8649,0,0.86657435,100
CHEMBL10107,0,0.865906,101
CHEMBL17759,0,0.865906,102
CHEMBL10639,0,0.865906,103
CHEMBL18699,0,0.8657791,104
CHEMBL40714,0,0.86512977,105
CHEMBL4434658,0,0.86512977,106
CHEMBL18658,0,0.8624749,107
CHEMBL9111,0,0.8624749,108
CHEMBL29429,0,0.8624749,109
CHEMBL42459,0,0.8624749,110
CHEMBL20872,0,0.8624749,111
CHEMBL6325,0,0.86234534,112
CHEMBL33476,0,0.8621887,113
CHEMBL30670,0,0.8612735,114
CHEMBL3311041,0,0.8612735,115
CHEMBL31607,0,0.8612735,116
CHEMBL40315,0,0.86099446,117
CHEMBL28689,0,0.86099446,118
CHEMBL3347310,0,0.8590907,119
CHEMBL429,1,0.85883945,120
CHEMBL18425,0,0.85869193,121
CHEMBL9778,0,0.8585594,122
CHEMBL3309608,0,0.858357,123
CHEMBL22385,0,0.85818934,124
CHEMBL18847,0,0.85815126,125
CHEMBL14889,0,0.8576281,126
CHEMBL31545,0,0.8576281,127
CHEMBL19419,0,0.8576281,128
CHEMBL4435037,0,0.8576281,129
CHEMBL23963,0,0.8576281,130
CHEMBL30928,0,0.8576281,131
CHEMBL34627,0,0.8576281,132
CHEMBL17701,0,0.8576281,133
CHEMBL16355,0,0.8576281,134
CHEMBL1200285,0,0.8568952,135
CHEMBL14501,0,0.8568538,136
CHEMBL10278,0,0.8568538,137
CHEMBL22366,0,0.8568538,138
CHEMBL22397,0,0.8568277,139
CHEMBL4436092,0,0.85510725,140
CHEMBL17272,0,0.85510725,141
CHEMBL21585,0,0.85510725,142
CHEMBL4435260,0,0.85510725,143
CHEMBL19485,0,0.85510725,144
CHEMBL1163536,0,0.8549718,145
CHEMBL18759,0,0.8549718,146
CHEMBL33870,0,0.8547722,147
CHEMBL26698,0,0.85464543,148
CHEMBL536204,0,0.85464543,149
CHEMBL40250,0,0.85464543,150
CHEMBL40453,0,0.85464543,151
CHEMBL18388,0,0.85458994,152
CHEMBL12287,0,0.85458994,153
CHEMBL15935,0,0.8540627,154
CHEMBL28141,0,0.8540627,155
CHEMBL19342,0,0.85364896,156
CHEMBL32940,0,0.85286963,157
CHEMBL27324,0,0.85286963,158
CHEMBL11243,0,0.85263485,159
CHEMBL38650,0,0.8525525,160
CHEMBL8227,0,0.8525525,161
CHEMBL4434812,0,0.852193,162
CHEMBL23211,0,0.8520919,163
CHEMBL26006,0,0.85173297,164
CHEMBL28299,0,0.8516944,165
CHEMBL6534,0,0.8516944,166
CHEMBL43769,0,0.8510551,167
CHEMBL20650,0,0.8510551,168
CHEMBL43687,0,0.85065305,169
CHEMBL40083,0,0.85035634,170
CHEMBL9696,0,0.84989923,171
CHEMBL606548,0,0.8472,172
CHEMBL581092,0,0.8465227,173
CHEMBL10742,0,0.8465227,174
CHEMBL13278,1,0.8465227,175
CHEMBL18716,0,0.8465227,176
CHEMBL37251,0,0.8465227,177
CHEMBL4553700,0,0.8465227,178
CHEMBL36832,0,0.8465227,179
CHEMBL42158,0,0.8465227,180
CHEMBL6653,0,0.8465227,181
CHEMBL43565,0,0.8465227,182
CHEMBL36547,0,0.8465227,183
CHEMBL30247,0,0.8459555,184
CHEMBL4436114,0,0.84587836,185
CHEMBL7632,0,0.8458679,186
CHEMBL8644,0,0.8458679,187
CHEMBL25383,0,0.84448045,188
CHEMBL31055,0,0.84448045,189
CHEMBL24956,0,0.8443007,190
CHEMBL37711,0,0.84415704,191
CHEMBL15320,0,0.84407336,192
CHEMBL8927,0,0.8440394,193
CHEMBL7700,0,0.8440394,194
CHEMBL20228,0,0.8440394,195
CHEMBL37334,0,0.8440394,196
CHEMBL1077609,0,0.8438887,197
CHEMBL40074,0,0.8434847,198
CHEMBL18983,0,0.8434847,199
CHEMBL42702,0,0.8434847,200
CHEMBL1163514,0,0.8434847,201
CHEMBL26081,0,0.8434847,202
CHEMBL16010,0,0.8434847,203
CHEMBL8655,0,0.8434847,204
CHEMBL22769,0,0.8434847,205
CHEMBL3309991,0,0.8434847,206
CHEMBL8090,0,0.8434847,207
CHEMBL31280,0,0.8434847,208
CHEMBL35743,0,0.8434847,209
CHEMBL4436041,0,0.8434847,210
CHEMBL3310360,0,0.8434847,211
CHEMBL17252,0,0.8434847,212
CHEMBL17496,0,0.8434847,213
CHEMBL14669,0,0.8434847,214
CHEMBL40352,0,0.8434847,215
CHEMBL39676,0,0.8434847,216
CHEMBL36798,0,0.8434847,217
CHEMBL13816,0,0.8434847,218
CHEMBL20277,0,0.8434847,219
CHEMBL3310845,0,0.8434847,220
CHEMBL18202,0,0.8434847,221
CHEMBL3309988,0,0.8434847,222
CHEMBL8702,0,0.8434847,223
CHEMBL13120,0,0.8434847,224
CHEMBL13477,0,0.8434847,225
CHEMBL17214,0,0.8434847,226
CHEMBL4435684,0,0.8434847,227
CHEMBL7049,0,0.8434847,228
CHEMBL3309383,0,0.8434847,229
CHEMBL6849,0,0.84341466,230
CHEMBL14857,0,0.84341466,231
CHEMBL25492,0,0.84341466,232
CHEMBL33205,0,0.84309405,233
CHEMBL4435089,0,0.84308535,234
CHEMBL34414,0,0.84299266,235
CHEMBL17464,0,0.84299266,236
CHEMBL34676,0,0.84299266,237
CHEMBL33144,0,0.84299266,238
CHEMBL20526,0,0.84037375,239
CHEMBL23415,0,0.84037375,240
CHEMBL39915,0,0.84037375,241
CHEMBL12321,0,0.840259,242
CHEMBL1237055,0,0.840259,243
CHEMBL32083,0,0.840259,244
CHEMBL31929,0,0.840259,245
CHEMBL27863,0,0.840259,246
CHEMBL7396,0,0.840195,247
CHEMBL40080,0,0.840195,248
CHEMBL38449,0,0.840195,249
CHEMBL33179,0,0.840195,250
CHEMBL27257,0,0.83979404,251
CHEMBL31528,0,0.8397813,252
CHEMBL6378,0,0.8397685,253
CHEMBL23556,0,0.83976793,254
CHEMBL4435023,0,0.8388566,255
CHEMBL35900,0,0.83872753,256
CHEMBL4435601,0,0.83870894,257
CHEMBL37385,0,0.83870894,258
CHEMBL39413,0,0.83840287,259
CHEMBL17658,0,0.838291,260
CHEMBL38385,0,0.8372618,261
CHEMBL22388,0,0.8372618,262
CHEMBL12911,1,0.8372618,263
CHEMBL10515,0,0.8372618,264
CHEMBL9392,0,0.83695424,265
CHEMBL585377,0,0.8369228,266
CHEMBL20508,0,0.8369228,267
CHEMBL16495,0,0.8369228,268
CHEMBL31161,0,0.83685905,269
CHEMBL41745,0,0.83685905,270
CHEMBL28730,0,0.836848,271
CHEMBL12671,0,0.8352759,272
CHEMBL37639,0,0.83513474,273
CHEMBL3310237,0,0.83513474,274
CHEMBL16887,0,0.83486545,275
CHEMBL4434867,0,0.83486545,276
CHEMBL30693,0,0.8347148,277
CHEMBL25460,0,0.8347148,278
CHEMBL3310474,0,0.8347148,279
CHEMBL19957,0,0.8347148,280
CHEMBL19636,0,0.8347148,281
CHEMBL43017,0,0.83463806,282
CHEMBL14010,0,0.83463806,283
CHEMBL3310151,0,0.83463806,284
CHEMBL20567,0,0.83463806,285
CHEMBL25012,0,0.83463806,286
CHEMBL36854,0,0.83463806,287
CHEMBL42460,0,0.83463806,288
CHEMBL8496,0,0.83463806,289
CHEMBL31941,0,0.83463806,290
CHEMBL25585,0,0.8345575,291
CHEMBL41361,0,0.8345575,292
CHEMBL9188,0,0.8345575,293
CHEMBL7496,0,0.8345575,294
CHEMBL39482,0,0.8345575,295
CHEMBL1075708,0,0.8345575,296
CHEMBL20752,0,0.8345575,297
CHEMBL4543497,0,0.83453465,298
CHEMBL4560036,0,0.8344067,299
CHEMBL4543396,0,0.8344067,300
CHEMBL12487,0,0.8344067,301
CHEMBL39932,0,0.8344067,302
CHEMBL20733,0,0.8344067,303
CHEMBL21258,0,0.8344027,304
CHEMBL35659,0,0.83435166,305
CHEMBL3310763,0,0.83435166,306
CHEMBL30384,0,0.8337034,307
CHEMBL39044,0,0.83351034,308
CHEMBL3311352,0,0.8335014,309
CHEMBL37339,0,0.8335014,310
CHEMBL33921,0,0.8335014,311
CHEMBL7990,0,0.8335014,312
CHEMBL27589,0,0.8329854,313
CHEMBL3310540,0,0.8329854,314
CHEMBL31007,0,0.8329854,315
CHEMBL40607,0,0.8323246,316
CHEMBL33558,0,0.8323246,317
CHEMBL9312,0,0.8323246,318
CHEMBL39337,0,0.8315541,319
CHEMBL42454,0,0.8314402,320
CHEMBL33203,0,0.8314402,321
CHEMBL17816,0,0.8314402,322
CHEMBL3310239,0,0.8314402,323
CHEMBL15484,0,0.8312312,324
CHEMBL18446,0,0.8311129,325
CHEMBL606769,0,0.83083576,326
CHEMBL35859,0,0.83083576,327
CHEMBL26525,0,0.83083576,328
CHEMBL7809,0,0.8302386,329
CHEMBL8779,0,0.82996,330
CHEMBL22248,0,0.8294166,331
CHEMBL6977,0,0.8290559,332
CHEMBL42250,0,0.8290559,333
CHEMBL7684,0,0.8290559,334
CHEMBL28059,0,0.8284594,335
CHEMBL25892,0,0.8283306,336
CHEMBL41300,0,0.8283306,337
CHEMBL31837,0,0.8283306,338
CHEMBL19385,0,0.8283306,339
CHEMBL25133,1,0.8283306,340
CHEMBL26830,0,0.82818425,341
CHEMBL27770,0,0.8280755,342
CHEMBL24774,0,0.8280755,343
CHEMBL16982,0,0.8280755,344
CHEMBL43693,0,0.8280755,345
CHEMBL10575,0,0.8280755,346
CHEMBL555454,0,0.8280755,347
CHEMBL34832,0,0.8280755,348
CHEMBL26838,0,0.8280755,349
CHEMBL42608,0,0.8280755,350
CHEMBL3309689,0,0.8280755,351
CHEMBL12445,0,0.8280755,352
CHEMBL39694,0,0.8280755,353
CHEMBL25514,0,0.8280755,354
CHEMBL30022,0,0.8280755,355
CHEMBL4436494,0,0.8280755,356
CHEMBL38568,0,0.8280755,357
CHEMBL572573,0,0.82786435,358
CHEMBL42325,0,0.82776576,359
CHEMBL12150,0,0.82774943,360
CHEMBL1090670,0,0.82730323,361
CHEMBL4436168,0,0.82730323,362
CHEMBL35379,0,0.82673717,363
CHEMBL38158,0,0.82673717,364
CHEMBL28751,0,0.82673717,365
CHEMBL37911,0,0.82673717,366
CHEMBL3310043,0,0.82673717,367
CHEMBL25887,0,0.826713,368
CHEMBL22827,0,0.8262618,369
CHEMBL32729,0,0.8260172,370
CHEMBL40321,0,0.8260172,371
CHEMBL34294,0,0.8260172,372
CHEMBL27920,0,0.8254246,373
CHEMBL37519,0,0.8254205,374
CHEMBL12389,0,0.8253899,375
CHEMBL553918,0,0.8253899,376
CHEMBL3309983,0,0.8253899,377
CHEMBL30868,0,0.8253899,378
CHEMBL11775,0,0.8253899,379
CHEMBL29206,0,0.8253899,380
CHEMBL7861,0,0.8253899,381
CHEMBL39815,0,0.8253899,382
CHEMBL11452,0,0.8253899,383
CHEMBL41916,0,0.8253899,384
CHEMBL42938,0,0.8253899,385
CHEMBL15182,0,0.8253899,386
CHEMBL39997,0,0.8253899,387
CHEMBL37608,0,0.8253899,388
CHEMBL3310370,0,0.8253899,389
CHEMBL4435488,0,0.8253899,390
CHEMBL26183,1,0.8253899,391
CHEMBL9773,0,0.8253899,392
CHEMBL32541,0,0.8253899,393
CHEMBL22950,0,0.8253899,394
CHEMBL3309287,0,0.8253899,395
CHEMBL40704,0,0.8253899,396
CHEMBL17865,0,0.8253899,397
CHEMBL28391,0,0.8253899,398
CHEMBL3310389,0,0.8253899,399
CHEMBL12225,0,0.8253555,400
CHEMBL23053,0,0.8251762,401
CHEMBL17129,0,0.8251762,402
CHEMBL8200,0,0.82468593,403
CHEMBL38985,0,0.82468593,404
CHEMBL36265,0,0.82356924,405
CHEMBL4434887,0,0.82356924,406
CHEMBL33110,0,0.82332206,407
CHEMBL4436384,0,0.82332206,408
CHEMBL29751,0,0.82332206,409
CHEMBL4435512,0,0.82332206,410
CHEMBL37097,0,0.82332206,411
CHEMBL18340,0,0.82261753,412
CHEMBL4436143,0,0.82209843,413
CHEMBL7191,0,0.8220401,414
CHEMBL41605,0,0.8220401,415
CHEMBL18081,0,0.8220401,416
CHEMBL29926,0,0.8220401,417
CHEMBL33589,0,0.8220401,418
CHEMBL17858,0,0.8220401,419
CHEMBL14380,0,0.8220401,420
CHEMBL32493,0,0.8220401,421
CHEMBL42686,0,0.8220401,422
CHEMBL34347,0,0.8220401,423
CHEMBL19133,0,0.8220401,424
CHEMBL40311,0,0.8220401,425
CHEMBL42125,0,0.8220401,426
CHEMBL17352,0,0.8219139,427
CHEMBL33705,0,0.82175404,428
CHEMBL7342,0,0.82175404,429
CHEMBL38820,0,0.82175404,430
CHEMBL8891,0,0.82175404,431
CHEMBL580443,0,0.82175404,432
CHEMBL39734,0,0.82175404,433
CHEMBL28596,0,0.82175404,434
CHEMBL21353,0,0.82175404,435
CHEMBL38337,0,0.82175404,436
CHEMBL22069,0,0.8217098,437
CHEMBL6511,0,0.82141185,438
CHEMBL28946,0,0.82141185,439
CHEMBL42157,0,0.82141185,440
CHEMBL265362,0,0.82141185,441
CHEMBL36116,0,0.82141185,442
CHEMBL33505,0,0.82141185,443
CHEMBL39584,0,0.82141185,444
CHEMBL36123,0,0.82141185,445
CHEMBL16934,0,0.82141185,446
CHEMBL6829,0,0.82141185,447
CHEMBL4436095,0,0.82141185,448
CHEMBL37600,0,0.821378,449
CHEMBL29170,0,0.8203299,450
CHEMBL38207,0,0.8203299,451
CHEMBL28170,0,0.8203299,452
CHEMBL38831,0,0.82026833,453
CHEMBL36717,0,0.82024306,454
CHEMBL28983,0,0.8201914,455
CHEMBL9330,0,0.8201914,456
CHEMBL32975,0,0.8201914,457
CHEMBL38514,0,0.8201787,458
CHEMBL12173,0,0.82015437,459
CHEMBL8768,0,0.8193399,460
CHEMBL14792,0,0.8193399,461
CHEMBL35956,0,0.8193399,462
CHEMBL22090,0,0.8193399,463
CHEMBL34739,0,0.8193399,464
CHEMBL24724,0,0.81890035,465
CHEMBL41022,0,0.8185381,466
CHEMBL577782,0,0.8185106,467
CHEMBL28444,0,0.81831264,468
CHEMBL28066,0,0.81831264,469
CHEMBL33883,0,0.81831264,470
CHEMBL4435173,0,0.81743145,471
CHEMBL38669,0,0.81743145,472
CHEMBL22547,0,0.8173619,473
CHEMBL20203,0,0.8173486,474
CHEMBL702,0,0.8173486,475
CHEMBL25411,0,0.81720024,476
CHEMBL4543418,0,0.81693834,477
CHEMBL4436134,0,0.81684023,478
CHEMBL43638,0,0.8167033,479
CHEMBL28755,0,0.8164944,480
CHEMBL14578,0,0.8164944,481
CHEMBL10392,0,0.8164944,482
CHEMBL14526,0,0.81637543,483
CHEMBL21188,0,0.81634367,484
CHEMBL17618,0,0.81634367,485
CHEMBL22044,0,0.81582654,486
CHEMBL35455,0,0.81582654,487
CHEMBL35334,0,0.8156614,488
CHEMBL33066,0,0.8156614,489
CHEMBL10849,0,0.81503385,490
CHEMBL28966,0,0.8149635,491
CHEMBL8720,0,0.8149635,492
CHEMBL35896,0,0.8149635,493
CHEMBL8922,0,0.81467664,494
CHEMBL4560026,0,0.81467664,495
CHEMBL8384,0,0.8142261,496
CHEMBL4434783,0,0.8142261,497
CHEMBL35807,0,0.8142261,498
CHEMBL37263,0,0.8142261,499
CHEMBL28712,0,0.8142261,500
CHEMBL24358,0,0.8142261,501
CHEMBL11285,0,0.8142261,502
CHEMBL22619,0,0.8142261,503
CHEMBL15554,0,0.81317645,504
CHEMBL31134,0,0.81317645,505
CHEMBL23129,0,0.81317645,506
CHEMBL29042,0,0.81253725,507
CHEMBL39630,0,0.812478,508
CHEMBL28646,0,0.81201166,509
CHEMBL11970,0,0.8106858,510
CHEMBL31294,0,0.8106858,511
CHEMBL16568,0,0.8105831,512
CHEMBL39765,0,0.81046754,513
CHEMBL34472,0,0.81046754,514
CHEMBL4553167,0,0.81046754,515
CHEMBL36641,0,0.8102015,516
CHEMBL4435865,0,0.80960536,517
CHEMBL41815,0,0.80803084,518
CHEMBL4435414,0,0.80717033,519
CHEMBL21710,0,0.80711675,520
CHEMBL3310897,0,0.807048,521
CHEMBL3309738,0,0.8065711,522
CHEMBL9591,0,0.8065711,523
CHEMBL29047,0,0.8065711,524
CHEMBL18633,0,0.806282,525
CHEMBL8781,0,0.806282,526
CHEMBL18684,0,0.806282,527
CHEMBL18265,0,0.8061182,528
CHEMBL501925,0,0.8060471,529
CHEMBL26842,0,0.8057053,530
CHEMBL4116108,0,0.8047623,531
CHEMBL26791,0,0.8044804,532
CHEMBL22241,0,0.80436397,533
CHEMBL14623,0,0.80436397,534
CHEMBL27348,0,0.80436397,535
CHEMBL19075,0,0.8042398,536
CHEMBL36175,0,0.8034432,537
CHEMBL4435309,0,0.8034432,538
CHEMBL13380,0,0.80333674,539
CHEMBL3310965,0,0.80333674,540
CHEMBL28046,0,0.80333674,541
CHEMBL13941,0,0.80333674,542
CHEMBL22371,0,0.80333674,543
CHEMBL31657,0,0.8028917,544
CHEMBL3310974,0,0.8028917,545
CHEMBL17909,0,0.8023775,546
CHEMBL13274,0,0.8023392,547
CHEMBL30026,0,0.8023392,548
CHEMBL38497,0,0.8021658,549
CHEMBL7778,0,0.8021658,550
CHEMBL31169,0,0.8020942,551
CHEMBL3310301,0,0.8020942,552
CHEMBL36114,0,0.8020942,553
CHEMBL18177,0,0.8020942,554
CHEMBL36341,0,0.8020942,555
CHEMBL19136,0,0.8020942,556
CHEMBL1203109,0,0.8020942,557
CHEMBL16579,0,0.801116,558
CHEMBL34287,0,0.80073476,559
CHEMBL18003,0,0.8003138,560
CHEMBL43666,0,0.80017453,561
CHEMBL18600,0,0.7998686,562
CHEMBL19914,0,0.7994037,563
CHEMBL9896,0,0.79904914,564
CHEMBL14099,0,0.79904914,565
CHEMBL33935,0,0.79904914,566
CHEMBL1171366,0,0.79904914,567
CHEMBL33636,0,0.79870594,568
CHEMBL4435607,0,0.79861885,569
CHEMBL39240,0,0.798392,570
CHEMBL20528,0,0.798392,571
CHEMBL18821,0,0.79831463,572
CHEMBL26612,0,0.7982685,573
CHEMBL41056,0,0.7982685,574
CHEMBL305803,0,0.7982685,575
CHEMBL31004,0,0.7982685,576
CHEMBL11157,0,0.7982685,577
CHEMBL20351,0,0.7982685,578
CHEMBL36535,0,0.7982685,579
CHEMBL38134,0,0.7982685,580
CHEMBL7385,0,0.7982685,581
CHEMBL14727,0,0.7982685,582
CHEMBL24904,0,0.7982685,583
CHEMBL37657,0,0.7982685,584
CHEMBL20127,0,0.7982685,585
CHEMBL10097,0,0.7982685,586
CHEMBL41255,0,0.7982685,587
CHEMBL19740,0,0.79799044,588
CHEMBL14261,0,0.79799044,589
CHEMBL14366,0,0.79799044,590
CHEMBL1207835,0,0.79799044,591
CHEMBL4553711,0,0.79799044,592
CHEMBL40643,0,0.7975399,593
CHEMBL35485,0,0.7963727,594
CHEMBL17253,0,0.7963727,595
CHEMBL15778,0,0.79619884,596
CHEMBL609992,0,0.7961934,597
CHEMBL28095,0,0.7958212,598
CHEMBL26058,0,0.7958212,599
CHEMBL33509,0,0.7957306,600
CHEMBL13029,0,0.7957306,601
CHEMBL25625,0,0.7957306,602
CHEMBL4435364,0,0.79528326,603
CHEMBL18339,0,0.79528326,604
CHEMBL1784812,0,0.7949661,605
CHEMBL37512,0,0.7939517,606
CHEMBL1186159,0,0.7939517,607
CHEMBL33585,0,0.7939517,608
CHEMBL1162123,0,0.7939517,609
CHEMBL34789,0,0.79356986,610
CHEMBL10228,0,0.79356986,611
CHEMBL38569,1,0.79356986,612
CHEMBL9885,0,0.7930078,613
CHEMBL1782170,0,0.7930078,614
CHEMBL17724,0,0.7930078,615
CHEMBL19587,0,0.7930078,616
CHEMBL38706,0,0.7930078,617
CHEMBL20928,0,0.7930078,618
CHEMBL9317,0,0.7930078,619
CHEMBL30133,0,0.7930078,620
CHEMBL682,0,0.7930078,621
CHEMBL30102,0,0.7930078,622
CHEMBL20583,0,0.7930078,623
CHEMBL18813,0,0.7930078,624
CHEMBL442595,0,0.7930078,625
CHEMBL500790,0,0.7930078,626
CHEMBL10318,0,0.7930078,627
CHEMBL23002,0,0.7930078,628
CHEMBL7657,0,0.7930078,629
CHEMBL32072,0,0.7930078,630
CHEMBL31623,0,0.7930078,631
CHEMBL19180,0,0.7930078,632
CHEMBL4543429,0,0.7930078,633
CHEMBL39884,0,0.7930078,634
CHEMBL33284,0,0.7930078,635
CHEMBL19224,0,0.7930078,636
CHEMBL10286,0,0.7930078,637
CHEMBL17873,0,0.7930078,638
CHEMBL18460,0,0.7930078,639
CHEMBL4436398,0,0.7930078,640
CHEMBL18618,0,0.7930078,641
CHEMBL3310669,0,0.7930078,642
CHEMBL18489,0,0.7930078,643
CHEMBL38693,0,0.7930078,644
CHEMBL17235,0,0.7930078,645
CHEMBL9009,0,0.7930078,646
CHEMBL8146,0,0.7930078,647
CHEMBL9923,0,0.7930078,648
CHEMBL34490,0,0.7930078,649
CHEMBL21292,0,0.7930078,650
CHEMBL18971,0,0.7930078,651
CHEMBL7542,0,0.7930078,652
CHEMBL27865,0,0.7930078,653
CHEMBL40379,0,0.7930078,654
CHEMBL23588,0,0.7930078,655
CHEMBL23565,0,0.7930078,656
CHEMBL6468,0,0.7930078,657
CHEMBL24749,0,0.7930078,658
CHEMBL7311,0,0.7930078,659
CHEMBL1163274,0,0.7930078,660
CHEMBL7685,0,0.7930078,661
CHEMBL8758,0,0.7927093,662
CHEMBL34166,0,0.7927093,663
CHEMBL28321,0,0.7927093,664
CHEMBL12313,0,0.7927093,665
CHEMBL17977,0,0.7927093,666
CHEMBL3547915,0,0.7927093,667
CHEMBL20740,0,0.7927093,668
CHEMBL18420,0,0.7927093,669
CHEMBL21156,0,0.7927093,670
CHEMBL25245,0,0.7927093,671
CHEMBL30594,0,0.7927093,672
CHEMBL4434895,0,0.7927093,673
CHEMBL21647,0,0.7927093,674
CHEMBL26793,0,0.7927093,675
CHEMBL23041,0,0.7927093,676
CHEMBL17803,0,0.7927093,677
CHEMBL4559923,0,0.79254943,678
CHEMBL10006,0,0.79254943,679
CHEMBL38549,0,0.79254943,680
CHEMBL426,0,0.79254943,681
CHEMBL14470,0,0.79254943,682
CHEMBL3311434,0,0.7918178,683
CHEMBL13498,0,0.7918178,684
CHEMBL36293,0,0.7918178,685
CHEMBL36424,0,0.7918178,686
CHEMBL27074,0,0.79125154,687
CHEMBL37348,0,0.79122734,688
CHEMBL22446,0,0.79122734,689
CHEMBL24839,0,0.7902062,690
CHEMBL27236,0,0.79011786,691
CHEMBL18069,0,0.79011786,692
CHEMBL43423,0,0.79005945,693
CHEMBL29150,0,0.78991336,694
CHEMBL10223,0,0.78991336,695
CHEMBL19382,0,0.78991336,696
CHEMBL37228,0,0.78991336,697
CHEMBL18535,0,0.78991336,698
CHEMBL17092,0,0.78991336,699
CHEMBL21897,0,0.78991336,700
CHEMBL22144,0,0.78991336,701
CHEMBL22532,0,0.78991336,702
CHEMBL4553160,0,0.78991336,703
CHEMBL22690,0,0.78991336,704
CHEMBL17710,0,0.78991336,705
CHEMBL19022,0,0.78991336,706
CHEMBL18222,0,0.78991336,707
CHEMBL40237,0,0.78991336,708
CHEMBL30044,0,0.78991336,709
CHEMBL40824,0,0.78991336,710
CHEMBL24967,0,0.78991336,711
CHEMBL3311260,0,0.78991336,712
CHEMBL40786,0,0.78991336,713
CHEMBL19308,0,0.78991336,714
CHEMBL10276,0,0.78991336,715
CHEMBL33545,0,0.78991336,716
CHEMBL32445,0,0.78991336,717
CHEMBL23666,0,0.78991336,718
CHEMBL18764,0,0.78991336,719
CHEMBL13481,0,0.78991336,720
CHEMBL3310300,0,0.78944135,721
CHEMBL40565,0,0.78944135,722
CHEMBL30401,0,0.78944135,723
CHEMBL25334,0,0.7892384,724
CHEMBL4560004,0,0.78826237,725
CHEMBL21058,0,0.78774077,726
CHEMBL4435080,0,0.78774077,727
CHEMBL22359,0,0.78774077,728
CHEMBL21070,0,0.78774077,729
